image_path,author
wikiart/Pyotr_Konchalovsky/pyotr-konchalovsky_begonias-1915.jpg,Pyotr_Konchalovsky
wikiart/Claude_Monet/claude-monet_vetheuil-3.jpg,Claude_Monet
wikiart/Gustave_Dore/gustave-dore_the-resurrection.jpg,Gustave_Dore
wikiart/Claude_Monet/claude-monet_the-big-blue-sea-in-antibes.jpg,Claude_Monet
wikiart/Rembrandt/rembrandt_self-portrait-5.jpg,Rembrandt
wikiart/Paul_Cezanne/paul-cezanne_poplars-1880.jpg,Paul_Cezanne
wikiart/Gustave_Dore/gustave-dore_don-quixote-18.jpg,Gustave_Dore
wikiart/Marc_Chagall/marc-chagall_illustration-for-brochure-schwartzbard-1927.jpg,Marc_Chagall
wikiart/Ivan_Shishkin/ivan-shishkin_wind-fallen-trees-1867.jpg,Ivan_Shishkin
wikiart/Ilya_Repin/ilya-repin_portrait-of-the-writer-t-l-shchepkina-kupernik-1914.jpg,Ilya_Repin
wikiart/Eugene_Boudin/eugene-boudin_abbeville-street-and-the-church-of-saint-folfran-1884.jpg,Eugene_Boudin
wikiart/Nicholas_Roerich/nicholas-roerich_fiery-furnace-1905.jpg,Nicholas_Roerich
wikiart/Claude_Monet/claude-monet_the-valley-of-the-scie-at-pouville.jpg,Claude_Monet
wikiart/Vincent_van_Gogh/vincent-van-gogh_flowerpot-with-chives-1887(1).jpg,Vincent_van_Gogh
wikiart/Boris_Kustodiev/boris-kustodiev_the-hut-of-savely-magar-1925.jpg,Boris_Kustodiev
wikiart/Gustave_Dore/gustave-dore_samuel-blesses-saul.jpg,Gustave_Dore
wikiart/Raphael_Kirchner/raphael-kirchner_new-york-tribune-1916-1.jpg,Raphael_Kirchner
wikiart/Vincent_van_Gogh/vincent-van-gogh_men-in-front-of-the-counter-in-a-cafe-1890.jpg,Vincent_van_Gogh
wikiart/Pablo_Picasso/pablo-picasso_bull-plate-i-1945.jpg,Pablo_Picasso
wikiart/John_Singer_Sargent/john-singer-sargent_ramon-subercaseaux.jpg,John_Singer_Sargent
wikiart/Camille_Pissarro/camille-pissarro_kneeling-woman.jpg,Camille_Pissarro
wikiart/Martiros_Saryan/martiros-saryan_poet-onoprios-anopyan-1915.jpg,Martiros_Saryan
wikiart/Boris_Kustodiev/boris-kustodiev_village-holiday-autumn-holiday-in-the-village-1914.jpg,Boris_Kustodiev
wikiart/Albrecht_Durer/albrecht-durer_allegory-on-social-injustice.jpg,Albrecht_Durer
wikiart/Gustave_Dore/gustave-dore_st-paulatephesus.jpg,Gustave_Dore
wikiart/Claude_Monet/claude-monet_morning-on-the-seine-1.jpg,Claude_Monet
wikiart/Eugene_Boudin/eugene-boudin_beach-scene-at-trouville-4.jpg,Eugene_Boudin
wikiart/Edgar_Degas/edgar-degas_manet-at-the-races-1870.jpg,Edgar_Degas
wikiart/Albrecht_Durer/albrecht-durer_the-penance-of-st-john-chrysostom-1496.jpg,Albrecht_Durer
wikiart/Vincent_van_Gogh/vincent-van-gogh_peasant-with-sickle-1885.jpg,Vincent_van_Gogh
wikiart/Camille_Pissarro/camille-pissarro_boulevard-montmartre-spring-1897-1.jpg,Camille_Pissarro
wikiart/Edgar_Degas/edgar-degas_carlo-pellegrini-1877.jpg,Edgar_Degas
wikiart/Pierre_Auguste_Renoir/pierre-auguste-renoir_sugar-bowl-and-lemon.jpg,Pierre_Auguste_Renoir
wikiart/Pierre_Auguste_Renoir/pierre-auguste-renoir_landscape-15.jpg,Pierre_Auguste_Renoir
wikiart/Albrecht_Durer/albrecht-durer_portrait-of-a-twenty-four-men-and-a-view-of-st-michael-in-antwerp.jpg,Albrecht_Durer
wikiart/Vincent_van_Gogh/vincent-van-gogh_the-rispal-restaurant-at-asnieres-1887.jpg,Vincent_van_Gogh
wikiart/Childe_Hassam/childe-hassam_cityscape.jpg,Childe_Hassam
wikiart/Martiros_Saryan/martiros-saryan_shepherds-1925.jpg,Martiros_Saryan
wikiart/Ilya_Repin/ilya-repin_portrait-of-ivan-ivanovich-shamshin-1902.jpg,Ilya_Repin
wikiart/Albrecht_Durer/albrecht-durer_portrait-of-jakob-fugger-1.jpg,Albrecht_Durer
wikiart/Pierre_Auguste_Renoir/pierre-auguste-renoir_apples-and-manderines.jpg,Pierre_Auguste_Renoir
wikiart/Ilya_Repin/ilya-repin_andriy-kot-1880.jpg,Ilya_Repin
wikiart/Vincent_van_Gogh/vincent-van-gogh_the-courtyard-of-the-hospital-at-arles-1889(1).jpg,Vincent_van_Gogh
wikiart/Nicholas_Roerich/nicholas-roerich_gegstad-manor-1912.jpg,Nicholas_Roerich
wikiart/Gustave_Dore/gustave-dore_idylls-of-the-king-10.jpg,Gustave_Dore
wikiart/Pyotr_Konchalovsky/pyotr-konchalovsky_still-life-apples-on-a-table-near-the-stove-1947.jpg,Pyotr_Konchalovsky
wikiart/Nicholas_Roerich/nicholas-roerich_qaidam.jpg,Nicholas_Roerich
wikiart/Ilya_Repin/ilya-repin_portrait-of-the-author-vladimir-korolemko-1912.jpg,Ilya_Repin
wikiart/Camille_Pissarro/camille-pissarro_saint-sever-port-rouen-1896.jpg,Camille_Pissarro
wikiart/Eugene_Boudin/eugene-boudin_on-the-beach-1867.jpg,Eugene_Boudin
wikiart/Nicholas_Roerich/nicholas-roerich_cor-ardens-1917.jpg,Nicholas_Roerich
wikiart/Pyotr_Konchalovsky/pyotr-konchalovsky_guitarist-and-singer-1910.jpg,Pyotr_Konchalovsky
wikiart/Marc_Chagall/marc-chagall_lovers-with-flowers-1927.jpg,Marc_Chagall
wikiart/Eugene_Boudin/eugene-boudin_beach-scene-at-trouville-2.jpg,Eugene_Boudin
wikiart/Ivan_Aivazovsky/ivan-aivazovsky_wave-1889.jpg,Ivan_Aivazovsky
wikiart/John_Singer_Sargent/john-singer-sargent_george-frederick-mccorquodale-1902.jpg,John_Singer_Sargent
wikiart/Pyotr_Konchalovsky/pyotr-konchalovsky_roses-in-a-glass.jpg,Pyotr_Konchalovsky
wikiart/Nicholas_Roerich/nicholas-roerich_himalayas-1941-4.jpg,Nicholas_Roerich
wikiart/Marc_Chagall/marc-chagall_summer-house-backyard-1918.jpg,Marc_Chagall
wikiart/Vincent_van_Gogh/vincent-van-gogh_thistles-1888.jpg,Vincent_van_Gogh
wikiart/Rembrandt/rembrandt_a-polander-turned-to-the-left-1632.jpg,Rembrandt
wikiart/Ivan_Aivazovsky/ivan-aivazovsky_napoleon-on-island-of-st-helen-1897.jpg,Ivan_Aivazovsky
wikiart/Vincent_van_Gogh/vincent-van-gogh_peasant-woman-lifting-potatoes-3-1885.jpg,Vincent_van_Gogh
wikiart/Vincent_van_Gogh/vincent-van-gogh_madame-augustine-roulin-1889.jpg,Vincent_van_Gogh
wikiart/Vincent_van_Gogh/vincent-van-gogh_head-of-a-woman-1886.jpg,Vincent_van_Gogh
wikiart/Rembrandt/rembrandt_the-denial-of-peter-1660.jpg,Rembrandt
wikiart/Vincent_van_Gogh/vincent-van-gogh_still-life-vase-with-red-gladiolas-1886.jpg,Vincent_van_Gogh
wikiart/Vincent_van_Gogh/vincent-van-gogh_farmhouse-with-two-figures-1890(1).jpg,Vincent_van_Gogh
wikiart/Salvador_Dali/salvador-dali_cabaret-scene.jpg,Salvador_Dali
wikiart/Pierre_Auguste_Renoir/pierre-auguste-renoir_woman-with-a-guitar-1897-1.jpg,Pierre_Auguste_Renoir
wikiart/Vincent_van_Gogh/vincent-van-gogh_newly-mowed-lawn-with-weeping-tree-1888.jpg,Vincent_van_Gogh
wikiart/Martiros_Saryan/martiros-saryan_sofia-gevorkian-1915.jpg,Martiros_Saryan
wikiart/Pyotr_Konchalovsky/pyotr-konchalovsky_triptych-cossack-with-a-fork.jpg,Pyotr_Konchalovsky
wikiart/Gustave_Dore/gustave-dore_don-quixote-36.jpg,Gustave_Dore
wikiart/Camille_Pissarro/camille-pissarro_the-pont-neuf-1902.jpg,Camille_Pissarro
wikiart/Albrecht_Durer/albrecht-durer_the-four-apostles-left-part-st-john-s-and-st-peter-1526.jpg,Albrecht_Durer
wikiart/Claude_Monet/claude-monet_springtime-landscape-at-giverny.jpg,Claude_Monet
wikiart/Eugene_Boudin/eugene-boudin_etretat-beached-boats-and-the-cliff-of-aval.jpg,Eugene_Boudin
wikiart/Albrecht_Durer/albrecht-durer_holy-family-1509.jpg,Albrecht_Durer
wikiart/Martiros_Saryan/martiros-saryan_trees-in-blossom-1910.jpg,Martiros_Saryan
wikiart/Nicholas_Roerich/nicholas-roerich_ladoga-karelian-landscape-1918.jpg,Nicholas_Roerich
wikiart/Camille_Pissarro/camille-pissarro_portrait-of-eugene-murer-1878.jpg,Camille_Pissarro
wikiart/Claude_Monet/claude-monet_waterloo-bridge-london.jpg,Claude_Monet
wikiart/Rembrandt/rembrandt_rest-on-the-flight-to-egypt-1647.jpg,Rembrandt
wikiart/Rembrandt/rembrandt_the-adoration-of-the-shepherds-fragment-1646.jpg,Rembrandt
wikiart/Vincent_van_Gogh/vincent-van-gogh_pine-trees-in-front-of-the-wall-of-the-asylum-4-1889.jpg,Vincent_van_Gogh
wikiart/Nicholas_Roerich/nicholas-roerich_russian-easter.jpg,Nicholas_Roerich
wikiart/Marc_Chagall/marc-chagall_esther-1960.jpg,Marc_Chagall
wikiart/Boris_Kustodiev/boris-kustodiev_fontanka-1916.jpg,Boris_Kustodiev
wikiart/Rembrandt/rembrandt_a-young-woman-reading-1634.jpg,Rembrandt
wikiart/Vincent_van_Gogh/vincent-van-gogh_barn-owl-viewed-from-the-side-1887(1).jpg,Vincent_van_Gogh
wikiart/Ivan_Shishkin/ivan-shishkin_rye-1892.jpg,Ivan_Shishkin
wikiart/Ivan_Shishkin/ivan-shishkin_near-yelabuga-1886.jpg,Ivan_Shishkin
wikiart/Claude_Monet/claude-monet_the-port-at-zaandam.jpg,Claude_Monet
wikiart/Eugene_Boudin/eugene-boudin_pasturage-the-valley-of-the-touques-1881.jpg,Eugene_Boudin
wikiart/Claude_Monet/claude-monet_mount-kolsaas-rose-reflection.jpg,Claude_Monet
wikiart/Claude_Monet/claude-monet_view-over-vetheuil.jpg,Claude_Monet
wikiart/Nicholas_Roerich/nicholas-roerich_pink-glacier-as-flower-1944.jpg,Nicholas_Roerich
wikiart/Boris_Kustodiev/boris-kustodiev_portrait-of-f-f-notgaft-collector-1918.jpg,Boris_Kustodiev
wikiart/Pyotr_Konchalovsky/pyotr-konchalovsky_outbuilding-in-the-garden-1918.jpg,Pyotr_Konchalovsky
wikiart/Ivan_Aivazovsky/ivan-aivazovsky_portrait-of-vice-admiral-m-p-lazarev-1839.jpg,Ivan_Aivazovsky
wikiart/Nicholas_Roerich/nicholas-roerich_himalayas-1944.jpg,Nicholas_Roerich
wikiart/Eugene_Boudin/eugene-boudin_women-fishing-for-shrimp-at-kerhor-1880-2.jpg,Eugene_Boudin
wikiart/Martiros_Saryan/martiros-saryan_october-landscape-1953.jpg,Martiros_Saryan
wikiart/Paul_Cezanne/paul-cezanne_preparation-for-the-funeral-1869.jpg,Paul_Cezanne
wikiart/Nicholas_Roerich/nicholas-roerich_lake-in-the-mountains-baralacha-pass-1944.jpg,Nicholas_Roerich
wikiart/Vincent_van_Gogh/vincent-van-gogh_vase-with-myosotis-and-peonies-1886.jpg,Vincent_van_Gogh
wikiart/Pyotr_Konchalovsky/pyotr-konchalovsky_birch-tree-1926.jpg,Pyotr_Konchalovsky
wikiart/Rembrandt/rembrandt_the-raising-of-lazarus-1630-1.jpg,Rembrandt
wikiart/Albrecht_Durer/albrecht-durer_garment-studies.jpg,Albrecht_Durer
wikiart/Vincent_van_Gogh/vincent-van-gogh_head-of-a-peasant-woman-with-dark-cap-1885-1(1).jpg,Vincent_van_Gogh
wikiart/Vincent_van_Gogh/vincent-van-gogh_head-of-a-peasant-study-for-the-potato-eaters-1885(1).jpg,Vincent_van_Gogh
wikiart/Gustave_Dore/gustave-dore_don-quixote-48.jpg,Gustave_Dore
wikiart/Edgar_Degas/edgar-degas_dancers-practicing-at-the-barre-1877.jpg,Edgar_Degas
wikiart/Nicholas_Roerich/nicholas-roerich_ladakh-1938.jpg,Nicholas_Roerich
wikiart/John_Singer_Sargent/john-singer-sargent_palace-and-gardens-spain-1912.jpg,John_Singer_Sargent
wikiart/Marc_Chagall/marc-chagall_disrobing-her-with-his-own-hand-1948.jpg,Marc_Chagall
wikiart/John_Singer_Sargent/john-singer-sargent_drawing-8.jpg,John_Singer_Sargent
wikiart/Ilya_Repin/ilya-repin_portrait-of-a-boy.jpg,Ilya_Repin
wikiart/Vincent_van_Gogh/vincent-van-gogh_orphan-man-with-cap-eating-1882.jpg,Vincent_van_Gogh
wikiart/Marc_Chagall/marc-chagall_christ-family-1959.jpg,Marc_Chagall
wikiart/Pablo_Picasso/pablo-picasso_harlequin-with-guitar-1918.jpg,Pablo_Picasso
wikiart/Vincent_van_Gogh/vincent-van-gogh_peasant-woman-standing-near-a-ditch-or-pool-1885.jpg,Vincent_van_Gogh
wikiart/Vincent_van_Gogh/vincent-van-gogh_standing-man-seen-from-the-back-1886.jpg,Vincent_van_Gogh
wikiart/Vincent_van_Gogh/vincent-van-gogh_sien-peeling-potatoes-1883.jpg,Vincent_van_Gogh
wikiart/Nicholas_Roerich/nicholas-roerich_karelian-landscape-rocky-seashore-1917.jpg,Nicholas_Roerich
wikiart/Claude_Monet/claude-monet_boats-on-the-beach-at-etretat.jpg,Claude_Monet
wikiart/Nicholas_Roerich/nicholas-roerich_himalayas-36.jpg,Nicholas_Roerich
wikiart/Martiros_Saryan/martiros-saryan_lusik-saryan-1941.jpg,Martiros_Saryan
wikiart/Salvador_Dali/salvador-dali_portrait-of-grandmother-ana-sewing.jpg,Salvador_Dali
wikiart/Pyotr_Konchalovsky/pyotr-konchalovsky_autumn-yellow-wood-1937.jpg,Pyotr_Konchalovsky
wikiart/Vincent_van_Gogh/vincent-van-gogh_peasant-woman-planting-potatoes-1885.jpg,Vincent_van_Gogh
wikiart/Rembrandt/rembrandt_portrait-of-a-man-1647.jpg,Rembrandt
wikiart/Pablo_Picasso/pablo-picasso_plat-ovale-1953.jpg,Pablo_Picasso
wikiart/Martiros_Saryan/martiros-saryan_fairy-tale-1904.jpg,Martiros_Saryan
wikiart/Raphael_Kirchner/raphael-kirchner_salome-1903-1.jpg,Raphael_Kirchner
wikiart/Albrecht_Durer/albrecht-durer_portrait-of-the-blessed-arnold-of-town.jpg,Albrecht_Durer
wikiart/Eugene_Boudin/eugene-boudin_cows-in-a-meadow-on-the-banks-of-the-toques-1880.jpg,Eugene_Boudin
wikiart/Rembrandt/rembrandt_the-holy-family-with-a-cat-1654.jpg,Rembrandt
wikiart/Gustave_Dore/gustave-dore_don-quixote-45.jpg,Gustave_Dore
wikiart/Paul_Cezanne/paul-cezanne_church-of-saint-pierre-in-avon.jpg,Paul_Cezanne
wikiart/Edgar_Degas/edgar-degas_woman-drying-herself-3.jpg,Edgar_Degas
wikiart/Boris_Kustodiev/boris-kustodiev_on-the-volga-1926.jpg,Boris_Kustodiev
wikiart/Childe_Hassam/childe-hassam_surf-appledore.jpg,Childe_Hassam
wikiart/Rembrandt/rembrandt_a-beggar-warming-his-hands-over-a-chafing-dish-1630.jpg,Rembrandt
wikiart/Marc_Chagall/marc-chagall_table-of-lovers-1983.jpg,Marc_Chagall
wikiart/Claude_Monet/claude-monet_the-banks-of-the-seine.jpg,Claude_Monet
wikiart/Rembrandt/rembrandt_man-with-a-magnifying-glass-1629.jpg,Rembrandt
wikiart/Pyotr_Konchalovsky/pyotr-konchalovsky_kutaisi-1935.jpg,Pyotr_Konchalovsky
wikiart/Raphael_Kirchner/raphael-kirchner_girls-with-flowers-at-feet-1902-6.jpg,Raphael_Kirchner
wikiart/Marc_Chagall/marc-chagall_green-lovers-1915.jpg,Marc_Chagall
wikiart/Ilya_Repin/ilya-repin_follow-me-satan.jpg,Ilya_Repin
wikiart/Pierre_Auguste_Renoir/pierre-auguste-renoir_nude-seated-on-a-sofa-1876.jpg,Pierre_Auguste_Renoir
wikiart/Vincent_van_Gogh/vincent-van-gogh_the-bridge.jpg,Vincent_van_Gogh
wikiart/Ivan_Aivazovsky/ivan-aivazovsky_ship-in-a-storm-1895.jpg,Ivan_Aivazovsky
wikiart/Childe_Hassam/childe-hassam_peach-blossoms-villiers-le-bel-1889.jpg,Childe_Hassam
wikiart/Edgar_Degas/edgar-degas_diego-martelli-1879.jpg,Edgar_Degas
wikiart/Martiros_Saryan/martiros-saryan_april-1947.jpg,Martiros_Saryan
wikiart/Nicholas_Roerich/nicholas-roerich_guga-chohan-kuluta-1931.jpg,Nicholas_Roerich
wikiart/Ilya_Repin/ilya-repin_portrait-of-princess-maria-klavdievna-tenisheva-1896.jpg,Ilya_Repin
wikiart/Albrecht_Durer/albrecht-durer_head-of-mary.jpg,Albrecht_Durer
wikiart/Nicholas_Roerich/nicholas-roerich_path-to-kailas.jpg,Nicholas_Roerich
wikiart/Nicholas_Roerich/nicholas-roerich_rostov-the-great-1903.jpg,Nicholas_Roerich
wikiart/Albrecht_Durer/albrecht-durer_the-presentation-of-christ-in-the-temple-1505.jpg,Albrecht_Durer
wikiart/Camille_Pissarro/camille-pissarro_the-village-of-eragny-1885.jpg,Camille_Pissarro
wikiart/Salvador_Dali/salvador-dali_late-night-dreams.jpg,Salvador_Dali
wikiart/Vincent_van_Gogh/vincent-van-gogh_couple-walking-arm-in-arm-with-a-child-in-the-rain-1890(1).jpg,Vincent_van_Gogh
wikiart/Gustave_Dore/gustave-dore_the-inferno-canto-33.jpg,Gustave_Dore
wikiart/Salvador_Dali/salvador-dali_portrait-of-gala-1933.jpg,Salvador_Dali
wikiart/Raphael_Kirchner/raphael-kirchner_smoking-women-1904-1.jpg,Raphael_Kirchner
wikiart/Camille_Pissarro/camille-pissarro_street-snow-effect-1872.jpg,Camille_Pissarro
wikiart/Nicholas_Roerich/nicholas-roerich_garden-of-eden.jpg,Nicholas_Roerich
wikiart/Pierre_Auguste_Renoir/pierre-auguste-renoir_glass-of-wine-1908.jpg,Pierre_Auguste_Renoir
wikiart/Gustave_Dore/gustave-dore_heaven-be-praised-they-are-my-brothers.jpg,Gustave_Dore
wikiart/Ivan_Shishkin/ivan-shishkin_sunny-day-in-the-woods-oaks-1891.jpg,Ivan_Shishkin
wikiart/Edgar_Degas/edgar-degas_racehorses-before-the-stands-1872.jpg,Edgar_Degas
wikiart/Gustave_Dore/gustave-dore_don-quixote-106.jpg,Gustave_Dore
wikiart/Albrecht_Durer/albrecht-durer_lamentation.jpg,Albrecht_Durer
wikiart/Claude_Monet/claude-monet_zaandam-little-bridge.jpg,Claude_Monet
wikiart/Camille_Pissarro/camille-pissarro_field-at-eragny-1885.jpg,Camille_Pissarro
wikiart/Nicholas_Roerich/nicholas-roerich_captive-with-rose-1943.jpg,Nicholas_Roerich
wikiart/Vincent_van_Gogh/vincent-van-gogh_self-portrait-1889-2.jpg,Vincent_van_Gogh
wikiart/Edgar_Degas/edgar-degas_henri-rouart-and-his-son-alexis.jpg,Edgar_Degas
wikiart/Rembrandt/rembrandt_bathsheba-bathing-1654.jpg,Rembrandt
wikiart/Pyotr_Konchalovsky/pyotr-konchalovsky_still-life-scales-1916.jpg,Pyotr_Konchalovsky
wikiart/Nicholas_Roerich/nicholas-roerich_saint-nicholas-1914-1.jpg,Nicholas_Roerich
wikiart/Rembrandt/rembrandt_maria-bockennolle-wife-of-johannes-elison-1634.jpg,Rembrandt
wikiart/Pierre_Auguste_Renoir/pierre-auguste-renoir_landscape-13.jpg,Pierre_Auguste_Renoir
wikiart/Pyotr_Konchalovsky/pyotr-konchalovsky_evening-on-the-pier-1920.jpg,Pyotr_Konchalovsky
wikiart/Paul_Cezanne/paul-cezanne_chestnut-tree-and-farm-1885.jpg,Paul_Cezanne
wikiart/Boris_Kustodiev/boris-kustodiev_vasiliy-luzhsky-on-vacation-in-london-s-hyde-park-1914.jpg,Boris_Kustodiev
wikiart/Vincent_van_Gogh/vincent-van-gogh_mower-after-millet-1881.jpg,Vincent_van_Gogh
wikiart/Childe_Hassam/childe-hassam_mount-hood.jpg,Childe_Hassam
wikiart/Martiros_Saryan/martiros-saryan_midday-silence-1924.jpg,Martiros_Saryan
wikiart/Edgar_Degas/edgar-degas_russian-dancer.jpg,Edgar_Degas
wikiart/Rembrandt/rembrandt_portrait-of-a-young-woman-with-a-fan-1633.jpg,Rembrandt
wikiart/Albrecht_Durer/albrecht-durer_the-holy-family.jpg,Albrecht_Durer
wikiart/Vincent_van_Gogh/vincent-van-gogh_peasant-woman-gleaning-1885-1.jpg,Vincent_van_Gogh
wikiart/Gustave_Dore/gustave-dore_thais.jpg,Gustave_Dore
wikiart/Marc_Chagall/marc-chagall_david-killed-a-lion-that-threatened-his-flock-i-samuel-xvii-34-36.jpg,Marc_Chagall
wikiart/Camille_Pissarro/camille-pissarro_gathering-herbs-1882.jpg,Camille_Pissarro
wikiart/Edgar_Degas/edgar-degas_dante-and-virgil-at-the-entrance-to-hell-1858.jpg,Edgar_Degas
wikiart/Pyotr_Konchalovsky/pyotr-konchalovsky_workbench-1917.jpg,Pyotr_Konchalovsky
wikiart/Vincent_van_Gogh/vincent-van-gogh_montmartre-the-quarry-and-windmills-1886-1.jpg,Vincent_van_Gogh
wikiart/Marc_Chagall/marc-chagall_interior-ii-1911.jpg,Marc_Chagall
wikiart/Pablo_Picasso/pablo-picasso_a-red-skirt-1901.jpg,Pablo_Picasso
wikiart/Pablo_Picasso/pablo-picasso_young-acrobat-and-clown-1905.jpg,Pablo_Picasso
wikiart/John_Singer_Sargent/john-singer-sargent_my-dining-room.jpg,John_Singer_Sargent
wikiart/Marc_Chagall/marc-chagall_david-s-victory-over-goliath-i-samuel-xvii-48-51.jpg,Marc_Chagall
wikiart/Pyotr_Konchalovsky/pyotr-konchalovsky_walk-of-gravedigger-1910.jpg,Pyotr_Konchalovsky
wikiart/Ilya_Repin/ilya-repin_portrait-of-s-a-repina-1878.jpg,Ilya_Repin
wikiart/John_Singer_Sargent/john-singer-sargent_mrs-alice-mason-1885.jpg,John_Singer_Sargent
wikiart/Claude_Monet/claude-monet_the-boat-studio-1876.jpg,Claude_Monet
wikiart/Ivan_Shishkin/ivan-shishkin_forest-8.jpg,Ivan_Shishkin
wikiart/Nicholas_Roerich/nicholas-roerich_starry-sky-1914.jpg,Nicholas_Roerich
wikiart/Marc_Chagall/marc-chagall_the-blue-fiddler-1947.jpg,Marc_Chagall
wikiart/Pierre_Auguste_Renoir/pierre-auguste-renoir_young-girl-in-a-white-hat-1891.jpg,Pierre_Auguste_Renoir
wikiart/Edgar_Degas/edgar-degas_the-chorus.jpg,Edgar_Degas
wikiart/Rembrandt/rembrandt_rembrandt-s-mother-seated-looking-to-the-right-1631.jpg,Rembrandt
wikiart/Nicholas_Roerich/nicholas-roerich_figures-of-elders.jpg,Nicholas_Roerich
wikiart/Claude_Monet/claude-monet_poppy-field-argenteuil.jpg,Claude_Monet
wikiart/Nicholas_Roerich/nicholas-roerich_old-ladoga-fortress-1899.jpg,Nicholas_Roerich
wikiart/Ilya_Repin/ilya-repin_portrait-of-aleksandr-zhirkevich-1891.jpg,Ilya_Repin
wikiart/Martiros_Saryan/martiros-saryan_flowers-1941-1.jpg,Martiros_Saryan
wikiart/Martiros_Saryan/martiros-saryan_collective-farm-of-village-karindzh-in-the-mountains-tumanyan-1952.jpg,Martiros_Saryan
wikiart/Pierre_Auguste_Renoir/pierre-auguste-renoir_trees-by-the-water.jpg,Pierre_Auguste_Renoir
wikiart/Ivan_Aivazovsky/ivan-aivazovsky_sailing-in-the-sea-1884.jpg,Ivan_Aivazovsky
wikiart/Camille_Pissarro/camille-pissarro_the-cours-la-reine-at-rouen-morning-sunlight-1898.jpg,Camille_Pissarro
wikiart/Pierre_Auguste_Renoir/pierre-auguste-renoir_girl-wearing-a-straw-hat.jpg,Pierre_Auguste_Renoir
wikiart/Pyotr_Konchalovsky/pyotr-konchalovsky_spring-view-from-the-window-on-konyushkovskaya-1944.jpg,Pyotr_Konchalovsky
wikiart/Vincent_van_Gogh/vincent-van-gogh_head-of-a-man(1).jpg,Vincent_van_Gogh
wikiart/Camille_Pissarro/camille-pissarro_hoarfrost-1873.jpg,Camille_Pissarro
wikiart/John_Singer_Sargent/john-singer-sargent_val-d-aosta-purtud-1909.jpg,John_Singer_Sargent
wikiart/Nicholas_Roerich/nicholas-roerich_defender-cloud-archer-1937.jpg,Nicholas_Roerich
wikiart/Paul_Cezanne/paul-cezanne_bathers-1.jpg,Paul_Cezanne
wikiart/Ivan_Aivazovsky/ivan-aivazovsky_yalta-1899.jpg,Ivan_Aivazovsky
wikiart/Nicholas_Roerich/nicholas-roerich_fiat-rex.jpg,Nicholas_Roerich
wikiart/Vincent_van_Gogh/vincent-van-gogh_skull-1.jpg,Vincent_van_Gogh
wikiart/John_Singer_Sargent/john-singer-sargent_thou-shalt-not-steal-1918.jpg,John_Singer_Sargent
wikiart/Raphael_Kirchner/raphael-kirchner_greek-virgins-1900-3.jpg,Raphael_Kirchner
wikiart/Ivan_Shishkin/ivan-shishkin_slums-view-on-the-island-of-valaam-1860.jpg,Ivan_Shishkin
wikiart/Marc_Chagall/marc-chagall_moses-received-the-tablets-of-law-1931.jpg,Marc_Chagall
wikiart/Claude_Monet/claude-monet_water-lily-pond-1919-4.jpg,Claude_Monet
